SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
Past Sale,Single Family Residential,4371 JESSICA Cir,Fremont,CA,94555,649000,4,2.0,Ardenwood,1380,4500,1980,2,Garage,,Sold,,,,,649000,2014-01-04,625000.0,http://www.redfin.com/CA/Fremont/4371-Jessica-Cir-94555/home/1054914,East Bay Regional Data (EBRD),40635617,Intero Real Estate Srvcs,N,Y,37.574825,-122.048303,false
Past Sale,Single Family Residential,5839 NORTHLAND Ter,Fremont,CA,94555,599000,3,2.5,Hampton Place,1839,4077,1989,2,Garage,,Sold,,,,,599000,2012-05-25,600000.0,http://www.redfin.com/CA/Fremont/5839-Northland-Ter-94555/home/1152299,East Bay Regional Data (EBRD),40566436,BHG Mason-McDuffie RE,N,Y,37.556321,-122.05721,false
Past Sale,Single Family Residential,4632 CREEKWOOD Dr,Fremont,CA,94555,699000,3,2.5,Ardenwood,1446,2947,1987,1,Garage,,Sold,,,,,699000,2013-08-23,710000.0,http://www.redfin.com/CA/Fremont/4632-Creekwood-Dr-94555/home/994574,East Bay Regional Data (EBRD),40624185,RW - Your Home Expert,N,Y,37.565398,-122.041998,false
Past Sale,Single Family Residential,33997 CAPULET Cir,Fremont,CA,94555,669000,4,3.0,Fremont,1750,7713,1986,2,Garage,,Sold,,,,,669000,2012-06-13,690000.0,http://www.redfin.com/CA/Fremont/33997-Capulet-Cir-94555/home/1337419,East Bay Regional Data (EBRD),40572471,REALTY EXPERTS,N,Y,37.567863,-122.053328,false
Past Sale,Single Family Residential,34542 COLVILLE Pl,Fremont,CA,94555,499950,4,2.0,Northgate,1476,5800,1972,2,Garage,,Sold,,,,,499950,2012-06-01,485000.0,http://www.redfin.com/CA/Fremont/34542-Colville-Pl-94555/home/1124847,East Bay Regional Data (EBRD),40572264,J. Rockcliff Realtors Inc,N,Y,37.570458,-122.040754,false
Past Sale,Single Family Residential,5483 MIDDAY Cmn,Fremont,CA,94555,808000,3,2.5,Ardenwood,1807,4906,1989,2,Garage,,Sold,,,,,808000,2014-02-21,880000.0,http://www.redfin.com/CA/Fremont/5483-Midday-Cmn-94555/home/802337,East Bay Regional Data (EBRD),40643376,Intero Real Estate Services,N,N,37.559804,-122.05656,false
Past Sale,Single Family Residential,34246 NORTHWIND Ter,Fremont,CA,94555,619950,4,2.5,Ardenwood,1544,3761,1988,2,Garage,,Sold,,,,,619950,2012-07-15,635800.0,http://www.redfin.com/CA/Fremont/34246-Northwind-Ter-94555/home/1896460,East Bay Regional Data (EBRD),40575631,Re/Max Accord,N,Y,37.562583,-122.055837,false
Past Sale,Single Family Residential,4667 ROUSILLON Ave,Fremont,CA,94555,619888,3,2.5,Ardenwood,1369,3325,1986,2,Garage,,Sold,,,,,619888,2013-04-02,685000.0,http://www.redfin.com/CA/Fremont/4667-Rousillon-Ave-94555/home/1603402,East Bay Regional Data (EBRD),40603708,Linz Financial & Realty,N,Y,37.567892,-122.04659,false
Past Sale,Single Family Residential,3583 JOHNSON Ct,Fremont,CA,94555,628888,3,2.0,Fremont,1603,6000,1980,2,Garage,,Sold,,,,,628888,2013-09-17,708000.0,http://www.redfin.com/CA/Fremont/3583-Johnson-Ct-94555/home/1669477,East Bay Regional Data (EBRD),40626386,Litvinchuk Real Estate,N,Y,37.576543,-122.034047,false
Past Sale,Single Family Residential,4246 MOHAWK RIVER St,Fremont,CA,94555,495000,4,2.0,Northgate,1402,6300,1973,2,Garage,,Sold,,,,,495000,2013-04-26,530000.0,http://www.redfin.com/CA/Fremont/4246-Mohawk-River-St-94555/home/1126284,East Bay Regional Data (EBRD),40602904,Keller Williams Benchmark,N,Y,37.569477,-122.036954,true
Past Sale,Single Family Residential,Undisclosed,Fremont,CA,94555,550000,3,3.0,Ardenwood,1477,2926,1989,2,Garage,,Sold,,,,,550000,2012-06-14,553000.0,http://www.redfin.com/CA/Fremont/Undisclosed-address-94555/home/1792541,East Bay Regional Data (EBRD),40572785,Coldwell Banker,N,Y,,,false
Past Sale,Single Family Residential,34776 BOWIE Cmn,Fremont,CA,94555,689000,3,2.5,Ardenwood,1607,2700,1989,2,Garage,,Sold,,,,,689000,2013-07-19,714000.0,http://www.redfin.com/CA/Fremont/34776-Bowie-Cmn-94555/home/1573619,East Bay Regional Data (EBRD),40617999,Hilltop Residential Rl Est.,N,Y,37.563996,-122.043782,false
Past Sale,Single Family Residential,34273 Kenwood Dr,Fremont,CA,94555,,4,2.5,94555,1570,,1989,,,,,,,,,,2012-05-18,565000.0,http://www.redfin.com/CA/Fremont/34273-Kenwood-Dr-94555/home/1137528,,,,N,Y,37.562137,-122.055377,
Past Sale,Single Family Residential,4488 Darwin Dr,Fremont,CA,94555,,,,94555,1298,,1976,,,,,,,,,,2012-09-28,320000.0,http://www.redfin.com/CA/Fremont/4488-Darwin-Dr-94555/home/1637834,,,,N,Y,37.567902,-122.040086,
Past Sale,Single Family Residential,4748 WOODDUCK Cmn,Fremont,CA,94555,799000,3,2.5,Ardenwood,1607,3049,1988,2,Garage,,Sold,,,,,799000,2014-10-29,775000.0,http://www.redfin.com/CA/Fremont/4748-Woodduck-Cmn-94555/home/861457,East Bay Regional Data (EBRD),40669437,REALTY EXPERTS,N,Y,37.566346,-122.043855,false
Past Sale,Single Family Residential,4470 CALYPSO Ter,Fremont,CA,94555,724900,4,2.5,Decoto,1822,3790,1993,2,Garage,,Sold,,,,,724900,2014-10-14,745000.0,http://www.redfin.com/CA/Fremont/4470-Calypso-Ter-94555/home/1432861,East Bay Regional Data (EBRD),40671828,"CORNERSTONE, REALTORS",N,Y,37.566585,-122.037869,false
Past Sale,Single Family Residential,Undisclosed,Fremont,CA,94555,590000,3,2.5,Ardenwood,1353,3380,1989,2,Garage,,Sold,,,,2012-10-01,619500,2012-12-12,575000.0,http://www.redfin.com/CA/Fremont/Undisclosed-address-94555/home/1603554,East Bay Regional Data (EBRD),40589236,Keller Williams Benchmark,N,Y,,,true
Past Sale,Single Family Residential,33485 Bardolph Cir,Fremont,CA,94555,535000,3,2.0,Ardenwood,1480,6534,1984,2,Garage,,Sold,,,,,535000,2012-05-25,543000.0,http://www.redfin.com/CA/Fremont/33485-Bardolph-Cir-94555/home/1513764,East Bay Regional Data (EBRD),40567497,Coldwell Banker-Menlo Park Santa Cruz,N,Y,37.570859,-122.056749,false
Past Sale,Single Family Residential,4561 LEONATO Way,Fremont,CA,94555,585000,4,2.5,Ardenwood,1637,4852,1987,2,Garage,,Sold,,,,,585000,2012-04-09,595000.0,http://www.redfin.com/CA/Fremont/4561-Leonato-Way-94555/home/1158324,East Bay Regional Data (EBRD),40563056,Coldwell Banker,N,Y,37.569407,-122.046389,false
Past Sale,Single Family Residential,Undisclosed,Fremont,CA,94555,658000,4,3.0,Ardenwood,1750,4500,1986,2,Garage,,Sold,,,,,658000,2013-07-03,712000.0,http://www.redfin.com/CA/Fremont/Undisclosed-address-94555/home/1158497,East Bay Regional Data (EBRD),40615240,Your Family Realty Center,N,Y,,,false
Past Sale,Single Family Residential,34855 OZARK RIVER Way,Fremont,CA,94555,538888,3,2.0,North Gate,1305,6513,1973,2,Garage,,Sold,,,,,538888,2013-02-26,580000.0,http://www.redfin.com/CA/Fremont/34855-Ozark-River-Way-94555/home/1126277,East Bay Regional Data (EBRD),40600711,Coldwell Banker,N,Y,37.569412,-122.036191,false
Past Sale,Single Family Residential,34463 Bentley Pl,Fremont,CA,94555,,4,2.0,94555,1504,,1968,,,,,,,,,,2012-09-11,482000.0,http://www.redfin.com/CA/Fremont/34463-Bentley-Pl-94555/home/1130611,,,,N,Y,37.577404,-122.035287,
Past Sale,Single Family Residential,3799 DRYDEN Rd,Fremont,CA,94555,560000,3,2.0,Cedar Cove,1450,5414,1977,2,Garage,,Sold,,,,,560000,2013-07-19,582000.0,http://www.redfin.com/CA/Fremont/3799-Dryden-Rd-94555/home/1982065,East Bay Regional Data (EBRD),40613634,Alliance Bay Realty,N,Y,37.575232,-122.036367,false
Past Sale,Single Family Residential,4857 RIDGEWOOD Dr,Fremont,CA,94555,699888,4,2.5,Ardenwood,1637,3391,1988,2,Garage,,Sold,,,,,699888,2013-04-26,760000.0,http://www.redfin.com/CA/Fremont/4857-Ridgewood-Dr-94555/home/1147117,East Bay Regional Data (EBRD),40608372,Top Mission Realty & Invest,N,Y,37.5632,-122.043259,false
Past Sale,Single Family Residential,34461 RAINDEER Ct,Fremont,CA,94555,500000,3,2.0,North Gate,1372,5684,1972,2,Garage,,Sold,,,,,500000,2013-10-15,500000.0,http://www.redfin.com/CA/Fremont/34461-Raindeer-Ct-94555/home/976333,East Bay Regional Data (EBRD),40616571,RE/Max Accord,N,Y,37.571953,-122.041726,false
Past Sale,Single Family Residential,4015 Oroville Ct,Fremont,CA,94555,599000,4,2.0,North Gate,1400,7537,1967,2,Garage,,Sold,,,,,599000,2013-12-17,640000.0,http://www.redfin.com/CA/Fremont/4015-Oroville-Ct-94555/home/1887926,East Bay Regional Data (EBRD),40637144,VXL Real Estate & Mortgage,N,Y,37.574092,-122.040397,false
Past Sale,Single Family Residential,3880 SPRINGFIELD Cmn,Fremont,CA,94555,829950,4,2.5,North Gate,1898,3413,1998,2,Garage,,Sold,,,,,829950,2013-12-10,834000.0,http://www.redfin.com/CA/Fremont/3880-Springfield-Cmn-94555/home/1137640,East Bay Regional Data (EBRD),40637337,Intero Real Estate Services,N,Y,37.577924,-122.041576,false
Past Sale,Single Family Residential,4505 SANTEE Rd,Fremont,CA,94555,695000,4,2.0,Northgate,1474,6214,1976,2,Garage,,Sold,,,,,695000,2014-12-02,760000.0,http://www.redfin.com/CA/Fremont/4505-Santee-Rd-94555/home/1479635,East Bay Regional Data (EBRD),40678932,Coldwell Banker,N,Y,37.567491,-122.040003,false
Past Sale,Single Family Residential,4345 Calypso Ter,Alameda,CA,94555,699998,4,2.5,Alameda,1826,,1992,3,Garage,,Sold,,,,,699998,2013-08-09,741000.0,http://www.redfin.com/CA/Fremont/4345-Calypso-Ter-94555/home/1127812,San Francisco Association of Realtors (SFARMLS),409771,,N,Y,37.566578,-122.037264,false
Past Sale,Single Family Residential,4480 Othello Dr,Fremont,CA,94555,,3,2.5,94555,1813,,1980,,,,,,,,,,2013-04-23,107000.0,http://www.redfin.com/CA/Fremont/4480-Othello-Dr-94555/home/1358667,,,,N,Y,37.574336,-122.053207,
Past Sale,Single Family Residential,4066 Deep Creek Rd,Fremont,CA,94555,488000,3,2.0,Fremont,1312,,1987,2,Garage,,Sold,,,,,488000,2012-08-08,510000.0,http://www.redfin.com/CA/Fremont/4066-Deep-Creek-Rd-94555/home/745380,San Francisco Association of Realtors (SFARMLS),396844,Prudential California Realty,N,Y,37.578409,-122.051088,false
Past Sale,Single Family Residential,5412 MATTHEW Ter,Fremont,CA,94555,600000,3,2.5,K&B Cal.Meadow,1481,4020,1988,2,Garage,,Sold,,,,,600000,2013-06-28,651000.0,http://www.redfin.com/CA/Fremont/5412-Matthew-Ter-94555/home/584817,East Bay Regional Data (EBRD),40612852,Marinelli Real Estate,N,Y,37.562354,-122.05807,false
Past Sale,Single Family Residential,4907 MONTAGUE Ave,Fremont,CA,94555,794999,3,2.5,Ardenwood,1927,4500,1985,2,Garage,,Sold,,,,,794999,2014-05-28,920000.0,http://www.redfin.com/CA/Fremont/4907-Montague-Ave-94555/home/1933824,East Bay Regional Data (EBRD),40652587,Intero Real Estate Services,Y,Y,37.568454,-122.054162,false
Past Sale,Single Family Residential,34263 Lennox Ct,Fremont,CA,94555,714888,4,2.0,Ardenwood,1380,7400,1985,2,Garage,,Sold,,,,,714888,2014-05-14,791170.0,http://www.redfin.com/CA/Fremont/34263-Lennox-Ct-94555/home/1698794,East Bay Regional Data (EBRD),40652748,Coldwell Banker,N,Y,37.570573,-122.047854,false
Past Sale,Single Family Residential,34444 COLVILLE Pl,Fremont,CA,94555,589888,4,2.5,Sandpointe,1673,7256,1977,2,Garage,,Sold,,,,,589888,2013-01-25,617000.0,http://www.redfin.com/CA/Fremont/34444-Colville-Pl-94555/home/1127068,East Bay Regional Data (EBRD),40597506,Re/Max Accord,N,Y,37.571188,-122.04377,false
Past Sale,Single Family Residential,4845 DEEP CREEK Rd,Fremont,CA,94555,658000,3,2.0,Ardenwood,1532,4814,1986,2,Garage,,Sold,,,,,658000,2013-08-05,680000.0,http://www.redfin.com/CA/Fremont/4845-Deep-Creek-Rd-94555/home/1136979,East Bay Regional Data (EBRD),40619831,Top Mission Realty & Invest,N,Y,37.57033,-122.054698,false
Past Sale,Single Family Residential,3127 Salisbury Ct,Fremont,CA,94555,,3,2.0,94555,1390,,1971,,,,,,,,,,2012-12-19,469000.0,http://www.redfin.com/CA/Fremont/3127-Salisbury-Ct-94555/home/1264862,,,,N,Y,37.578444,-122.030275,
Past Sale,Single Family Residential,4410 DARWIN Dr,Fremont,CA,94555,510000,4,2.0,North Gate,1402,7383,1972,2,Garage,,Sold,,,,,510000,2012-07-13,510000.0,http://www.redfin.com/CA/Fremont/4410-Darwin-Dr-94555/home/1651388,East Bay Regional Data (EBRD),40572319,Ziprealty Inc.,N,Y,37.568886,-122.042145,false
Past Sale,Single Family Residential,4700 Creekwood Dr,Fremont,CA,94555,,3,2.5,94555,1446,,1987,,,,,,,,,,2012-12-07,149500.0,http://www.redfin.com/CA/Fremont/4700-Creekwood-Dr-94555/home/1877652,,,,N,Y,37.566942,-122.043566,
Past Sale,Single Family Residential,34275 Mulberry Ter,Fremont,CA,94555,,4,2.5,94555,1771,,1992,,,,,,,,,,2013-03-20,665000.0,http://www.redfin.com/CA/Fremont/34275-Mulberry-Ter-94555/home/1395195,,,,N,Y,37.559378,-122.059414,
Past Sale,Single Family Residential,5448 ALAMO Ter,Fremont,CA,94555,740000,3,2.5,Ardenwood,1481,3134,1988,2,Garage,,Sold,,,,,740000,2014-01-24,766000.0,http://www.redfin.com/CA/Fremont/5448-Alamo-Ter-94555/home/614523,East Bay Regional Data (EBRD),40641001,Hasina Haschemi RE Company,N,Y,37.562873,-122.059863,false
Past Sale,Single Family Residential,34636 CREEKWOOD Ter,Fremont,CA,94555,700000,4,2.5,Ardenwood,1863,3414,1987,2,Garage,,Sold,,,,,700000,2014-01-31,705000.0,http://www.redfin.com/CA/Fremont/34636-Creekwood-Ter-94555/home/1582767,East Bay Regional Data (EBRD),40640599,Marinelli Real Estate,N,N,37.566776,-122.04672,false
Past Sale,Single Family Residential,4781 PHEBE Ave,Fremont,CA,94555,668000,3,2.5,Ardenwood,1717,4500,1986,2,Garage,,Sold,,,,,668000,2013-07-27,738000.0,http://www.redfin.com/CA/Fremont/4781-Phebe-Ave-94555/home/1851441,East Bay Regional Data (EBRD),40619646,FAR EAST REALTY,N,Y,37.569339,-122.051314,false
Past Sale,Single Family Residential,4844 Montague Ave,Fremont,CA,94555,,3,2.0,94555,1532,,1986,,,,,,,,,,2013-12-02,725000.0,http://www.redfin.com/CA/Fremont/4844-Montague-Ave-94555/home/1394760,,,,N,Y,37.570072,-122.054872,
Past Sale,Single Family Residential,3655 Chaucer Dr,Fremont,CA,94555,694888,3,2.0,Northgate,1390,6414,1971,2,Garage,,Sold,,,,,694888,2014-12-09,762000.0,http://www.redfin.com/CA/Fremont/3655-Chaucer-Dr-94555/home/1115271,East Bay Regional Data (EBRD),40680644,Re/Max Accord,N,Y,37.576608,-122.036263,false
Past Sale,Single Family Residential,34441 Bridgewater Pl,Fremont,CA,94555,749000,3,2.0,North Gate,1390,6084,1968,2,Garage,,Sold,,,,,749000,2014-12-09,810000.0,http://www.redfin.com/CA/Fremont/34441-Bridgewater-Pl-94555/home/1128112,East Bay Regional Data (EBRD),40679891,Legacy Real Estate & Assoc.,N,Y,37.57799,-122.034837,false
Past Sale,Single Family Residential,34243 Kenwood Dr,Fremont,CA,94555,875000,4,2.5,Ardenwood,1655,3779,1988,2,Garage,,Sold,,,,,875000,2014-12-15,875000.0,http://www.redfin.com/CA/Fremont/34243-Kenwood-Dr-94555/home/1337610,East Bay Regional Data (EBRD),40677012,Home Advantage Corp,N,Y,37.562771,-122.055577,false
Past Sale,Single Family Residential,34746 Osage River Pl,Fremont,CA,94555,,4,2.0,94555,1714,,1974,,,,,,,,,,2014-12-08,377500.0,http://www.redfin.com/CA/Fremont/34746-Osage-River-Pl-94555/home/1136954,,,,N,Y,37.571778,-122.035139,
Past Sale,Single Family Residential,4458 Macbeth Cir,Fremont,CA,94555,,3,2.0,94555,1380,,1984,,,,,,,,,,2012-11-09,550000.0,http://www.redfin.com/CA/Fremont/4458-Macbeth-Cir-94555/home/1378623,,,,N,Y,37.573019,-122.047329,
Past Sale,Single Family Residential,33979 SHYLOCK Dr,Fremont,CA,94555,698000,4,2.0,Ardenwood,1380,4500,1981,2,Garage,,Sold,,,,2014-07-26,708000,2014-09-12,695000.0,http://www.redfin.com/CA/Fremont/33979-Shylock-Dr-94555/home/1184203,East Bay Regional Data (EBRD),40666446,Legacy Real Estate & Assoc.,N,Y,37.573349,-122.049781,false
Past Sale,Single Family Residential,4465 Norocco Cir,Fremont,CA,94555,,3,2.0,94555,1625,,1984,,,,,,,,,,2013-06-18,542500.0,http://www.redfin.com/CA/Fremont/4465-Norocco-Cir-94555/home/1944405,,,,N,Y,37.574173,-122.047234,
Past Sale,Single Family Residential,3718 FERRY Ln,Fremont,CA,94555,569900,4,2.0,North Gate,1630,6670,1978,2,Garage,,Sold,,,,,569900,2013-02-07,575000.0,http://www.redfin.com/CA/Fremont/3718-Ferry-Ln-94555/home/1488761,East Bay Regional Data (EBRD),40594185,"J. Rockcliff, REALTORS",N,Y,37.574453,-122.033424,true
Past Sale,Single Family Residential,34341 Cornwallis Ct,Fremont,CA,94555,489900,3,2.0,Northgate Gar.,1290,6573,1968,2,Garage,,Sold,,,,,489900,2012-02-29,480000.0,http://www.redfin.com/CA/Fremont/34341-Cornwallis-Ct-94555/home/1219651,East Bay Regional Data (EBRD),40555760,Terra Firma Real Estate,N,Y,37.577571,-122.036834,true
Past Sale,Single Family Residential,34477 REDGRAVE Pl,Fremont,CA,94555,615000,4,2.0,Northgate,1425,6774,1968,2,Garage,,Sold,,,,,615000,2013-12-07,700000.0,http://www.redfin.com/CA/Fremont/34477-Redgrave-Pl-94555/home/1582366,East Bay Regional Data (EBRD),40636374,"MICHAEL THALER, BROKER",N,Y,37.57693,-122.035974,false
Past Sale,Single Family Residential,4241 NERISSA Cir,Fremont,CA,94555,700000,4,2.5,Ardenwood,1608,7691,1986,2,Garage,,Sold,,,,,700000,2013-03-29,750000.0,http://www.redfin.com/CA/Fremont/4241-Nerissa-Cir-94555/home/1109553,East Bay Regional Data (EBRD),40605426,Coldwell Banker,N,Y,37.577155,-122.048776,false
Past Sale,Single Family Residential,34492 COLVILLE Pl,Fremont,CA,94555,639000,3,2.0,Sandpointe,1372,6087,1972,2,Garage,,Sold,,,,,639000,2014-03-21,618000.0,http://www.redfin.com/CA/Fremont/34492-Colville-Pl-94555/home/1401040,East Bay Regional Data (EBRD),40642718,EQUITY CAPITAL REAL ESTATE,N,N,37.570907,-122.041821,true
Past Sale,Single Family Residential,34166 DUKE Ln,Fremont,CA,94555,588888,4,2.0,Arborwood,1380,4333,1986,2,Garage,,Sold,,,,,588888,2013-03-15,580000.0,http://www.redfin.com/CA/Fremont/34166-Duke-Ln-94555/home/1603449,East Bay Regional Data (EBRD),40595741,A & A Properties,N,Y,37.570714,-122.049021,false
Past Sale,Single Family Residential,4524 Roderigo Ct,Fremont,CA,94555,788000,3,2.0,Ardenwood,1480,6000,1980,2,Garage,,Sold,,,,,788000,2014-07-29,858000.0,http://www.redfin.com/CA/Fremont/4524-Roderigo-Ct-94555/home/1054783,East Bay Regional Data (EBRD),40663000,RW - Your Home Expert,N,Y,37.573669,-122.050829,false
Past Sale,Single Family Residential,34901 Oyster Bay Ter,Fremont,CA,94555,399900,3,2.5,Fremont,1580,2899,1981,2,Garage,,Sold,,,,2012-08-01,419900,2012-09-12,425000.0,http://www.redfin.com/CA/Fremont/34901-Oyster-Bay-Ter-94555/home/1401489,East Bay Regional Data (EBRD),40580866,"MRL Group, Inc.",N,Y,37.570261,-122.034127,true
Past Sale,Single Family Residential,4843 Paseo Padre Pkwy,Fremont,CA,94555,759000,4,3.0,Ardenwood,1750,5250,1986,2,Garage,,Sold,,,,,759000,2014-01-14,815000.0,http://www.redfin.com/CA/Fremont/4843-Paseo-Padre-Pkwy-94555/home/1877552,East Bay Regional Data (EBRD),40640002,Legacy Real Estate & Assoc.,Y,Y,37.568687,-122.050962,false
Past Sale,Single Family Residential,4369 CALYPSO Ter,Fremont,CA,94555,699888,4,2.5,Kensington Park,1826,4016,1992,2,Garage,,Sold,,,,,699888,2013-08-02,735000.0,http://www.redfin.com/CA/Fremont/4369-Calypso-Ter-94555/home/1839851,East Bay Regional Data (EBRD),40620798,Re/Max Accord,N,Y,37.566196,-122.037957,false
Past Sale,Single Family Residential,Undisclosed,Fremont,CA,94555,624888,4,2.0,Ardenwood,1876,7782,1981,2,Garage,,Sold,,,,,624888,2012-05-11,637000.0,http://www.redfin.com/CA/Fremont/Undisclosed-address-94555/home/1467991,East Bay Regional Data (EBRD),40567506,Ideal Homes & Properties,N,Y,,,false
Past Sale,Single Family Residential,6178 LINFORD Ter,Fremont,CA,94555,675000,3,2.5,Ardenwood,1389,4411,1988,2,Garage,,Sold,,,,,675000,2014-04-07,700000.0,http://www.redfin.com/CA/Fremont/6178-Linford-Ter-94555/home/1027677,East Bay Regional Data (EBRD),40648538,Legacy Real Estate & Assoc.,N,Y,37.553861,-122.060152,false
Past Sale,Single Family Residential,34565 Vane Cmn,Fremont,CA,94555,746000,4,3.0,Ardenwood,1733,3500,1988,2,Garage,,Sold,,,,,746000,2013-12-19,830000.0,http://www.redfin.com/CA/Fremont/34565-Vane-Cmn-94555/home/1982343,East Bay Regional Data (EBRD),40638732,BHG Mason-McDuffie RE,N,Y,37.553955,-122.057539,false
Past Sale,Single Family Residential,34339 EUCALYPTUS Ter,Fremont,CA,94555,750000,3,2.5,Ardenwood,1615,3600,1992,2,Garage,,Sold,,,,,750000,2013-04-20,794000.0,http://www.redfin.com/CA/Fremont/34339-Eucalyptus-Ter-94555/home/674774,East Bay Regional Data (EBRD),40606878,Home Advantage Corp,N,Y,37.559333,-122.06066,false
Past Sale,Single Family Residential,34264 NORTHWIND Ter,Fremont,CA,94555,799000,3,2.5,Ardenwood,1531,3672,1988,2,Garage,,Sold,,,,,799000,2014-07-17,794000.0,http://www.redfin.com/CA/Fremont/34264-Northwind-Ter-94555/home/1016273,East Bay Regional Data (EBRD),40660878,Sunworld Bankers & RE,N,Y,37.562161,-122.055713,false
Past Sale,Single Family Residential,5403 Ontario Cmn,Fremont,CA,94555,750000,3,2.5,Fremont,1641,2700,1991,2,Garage,,Sold,,,,2014-06-24,730000,2014-07-17,710000.0,http://www.redfin.com/CA/Fremont/5403-Ontario-Cmn-94555/home/1738508,California Real Estate Technology Services (CARETS),WS14117223,TAIT REALTY COMPANY,N,Y,37.559945,-122.052642,false
Past Sale,Single Family Residential,34446 CALGARY Ter,Fremont,CA,94555,669888,3,2.5,Forest Park,1769,2754,1992,2,Garage,,Sold,,,,,669888,2013-04-16,682500.0,http://www.redfin.com/CA/Fremont/34446-Calgary-Ter-94555/home/1216466,East Bay Regional Data (EBRD),40607471,Coldwell Banker,N,Y,37.559684,-122.053661,false
Past Sale,Single Family Residential,34435 Benedick Ln,Fremont,CA,94555,555000,3,2.5,Ardenwood,,4127,1987,2,Garage,,Sold,,,,,555000,2012-07-16,555000.0,http://www.redfin.com/CA/Fremont/34435-Benedick-Ln-94555/home/1219980,East Bay Regional Data (EBRD),40575706,Coldwell Banker,N,Y,37.568692,-122.045236,false
Past Sale,Single Family Residential,34325 FRANCE Way,Fremont,CA,94555,700000,3,2.5,Ardenwood,1451,3118,1986,2,Garage,,Sold,,,,,629950,2013-06-07,700000.0,http://www.redfin.com/CA/Fremont/34325-France-Way-94555/home/1144338,East Bay Regional Data (EBRD),40609945,Intero Real Estate Services,N,Y,37.568943,-122.046973,false
Past Sale,Single Family Residential,4397 Jessica Cir,Fremont,CA,94555,750000,4,2.5,Ardenwood,1601,5314,1980,2,Garage,,Sold,,,,,750000,2013-06-12,750000.0,http://www.redfin.com/CA/Fremont/4397-Jessica-Cir-94555/home/1922733,East Bay Regional Data (EBRD),40609801,Coldwell Banker,N,Y,37.574521,-122.049652,false
Past Sale,Single Family Residential,34188 SIWARD Dr,Fremont,CA,94555,629950,4,2.5,Ardenwood,1717,4561,1984,2,Garage,,Sold,,,,,629950,2012-03-30,629950.0,http://www.redfin.com/CA/Fremont/34188-Siward-Dr-94555/home/1543604,East Bay Regional Data (EBRD),40558428,The Real Estate Place,N,Y,37.571258,-122.048093,false
Past Sale,Single Family Residential,34300 EUCALYPTUS Ter,Fremont,CA,94555,900000,4,3.0,Ca Vintage,1915,3883,1991,2,Garage,,Sold,,,,,900000,2014-06-07,965000.0,http://www.redfin.com/CA/Fremont/34300-Eucalyptus-Ter-94555/home/1319420,East Bay Regional Data (EBRD),40654592,Marinelli Real Estate,N,Y,37.559552,-122.058613,false
Past Sale,Single Family Residential,34354 DUNHILL Dr,Fremont,CA,94555,780000,3,2.5,Ardenwood,1807,3920,1989,2,Garage,,Sold,,,,,780000,2013-11-07,761000.0,http://www.redfin.com/CA/Fremont/34354-Dunhill-Dr-94555/home/1383975,East Bay Regional Data (EBRD),40628448,REALTY EXPERTS,Y,Y,37.558761,-122.056583,false
Past Sale,Single Family Residential,34246 DELLA Ter,Fremont,CA,94555-1972,470500,3,2.5,Fremont,1324,4247,1988,2,Garage,,Sold,,,,2012-03-23,485000,2012-06-22,492000.0,http://www.redfin.com/CA/Fremont/34246-Della-Ter-94555/home/1696611,East Bay Regional Data (EBRD),40566890,BHG Mason McDuffie Real Estate,N,Y,37.560409,-122.057674,true
Past Sale,Single Family Residential,34551 VANE Cmn,Fremont,CA,94555,840000,4,3.0,Ardenwood,1733,3500,1988,2,Garage,,Sold,,,,,840000,2014-07-31,875000.0,http://www.redfin.com/CA/Fremont/34551-Vane-Cmn-94555/home/1888235,East Bay Regional Data (EBRD),40662536,Legacy Real Estate & Assoc.,N,Y,37.554315,-122.057721,false
Past Sale,Single Family Residential,34213 TUPELO St,Fremont,CA,94555,799888,4,3.0,Ca Vintage,1929,3600,1991,2,Garage,,Sold,,,,,799888,2013-06-29,906000.0,http://www.redfin.com/CA/Fremont/34213-Tupelo-St-94555/home/1155066,East Bay Regional Data (EBRD),40617619,Sunil Sethi Real Estate,N,Y,37.560697,-122.059586,false
Past Sale,Single Family Residential,5430 SUNSTAR Cmn,Fremont,CA,94555,820000,4,2.5,Ardenwood,1544,3325,1988,2,Garage,,Sold,,,,,820000,2014-05-06,820000.0,http://www.redfin.com/CA/Fremont/5430-Sunstar-Cmn-94555/home/1896444,East Bay Regional Data (EBRD),40651266,BayOne Real Estate Inv Corp,N,Y,37.561127,-122.055971,false
