SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
Past Sale,Single Family Residential,4387 OTHELLO Dr,Fremont,CA,94555,628000,3,2.0,Fremont,1494,7500,1979,2,Garage,,Sold,,,,,628000,2012-07-20,659000.0,http://www.redfin.com/CA/Fremont/4387-Othello-Dr-94555/home/808336,East Bay Regional Data (EBRD),40577061,BayOne Real Estate Inv Corp,N,Y,37.575155,-122.053195,false
Past Sale,Single Family Residential,34116 ONEIL Ter,Fremont,CA,94555,684000,3,2.5,Fremont,1686,4503,1990,2,Garage,,Sold,,,,,684000,2012-07-17,697000.0,http://www.redfin.com/CA/Fremont/34116-Oneil-Ter-94555/home/1440235,MLSListings Inc. (MLSLI),ML81224585,Coldwell Banker,N,Y,37.565153,-122.056319,false
Past Sale,Single Family Residential,5433 ONTARIO Cmn,Fremont,CA,94555,630000,3,2.5,Ardenwood,1641,2700,1991,2,Garage,,Sold,,,,,630000,2012-11-02,622000.0,http://www.redfin.com/CA/Fremont/5433-Ontario-Cmn-94555/home/1359064,East Bay Regional Data (EBRD),40583976,"Timothy Crofton, Inc.",N,Y,37.559758,-122.053107,false
Past Sale,Single Family Residential,34269 EUCALYPTUS Ter,Fremont,CA,94555,758000,4,3.0,Ardenwood,1915,3600,1991,2,Garage,,Sold,,,,,758000,2012-10-05,785000.0,http://www.redfin.com/CA/Fremont/34269-Eucalyptus-Ter-94555/home/1770171,East Bay Regional Data (EBRD),40583953,BayOne Real Estate Inv Corp,N,Y,37.557926,-122.058078,false
Past Sale,Single Family Residential,34220 Xanadu Ter,Fremont,CA,94555,,3,2.5,94555,1812,,1989,,,,,,,,,,2012-11-14,635000.0,http://www.redfin.com/CA/Fremont/34220-Xanadu-Ter-94555/home/656724,,,,N,Y,37.563515,-122.054652,
Past Sale,Single Family Residential,34136 FINNIGAN Ter,Fremont,CA,94555,685000,3,2.5,Ardenwood,1686,4553,1990,2,Garage,,Sold,,,,,685000,2012-09-14,711000.0,http://www.redfin.com/CA/Fremont/34136-Finnigan-Ter-94555/home/1468407,East Bay Regional Data (EBRD),40584860,BayOne Real Estate Inv Corp,N,Y,37.564927,-122.056584,false
Past Sale,Single Family Residential,33884 CAPULET Cir,Fremont,CA,94555,649950,4,2.5,Ardenwood,1717,4500,1985,2,Garage,,Sold,,,,,649950,2012-10-18,680000.0,http://www.redfin.com/CA/Fremont/33884-Capulet-Cir-94555/home/1757747,East Bay Regional Data (EBRD),40585667,REALTY EXPERTS,N,Y,37.56958,-122.057794,false
Past Sale,Single Family Residential,34563 MELISSA Ter,Fremont,CA,94555,599950,3,2.5,Ardenwood,1571,2700,1989,2,Garage,,Sold,,,,,599950,2013-04-24,698000.0,http://www.redfin.com/CA/Fremont/34563-Melissa-Ter-94555/home/1149187,East Bay Regional Data (EBRD),40606671,BayOne Real Estate Inv Corp,N,Y,37.553765,-122.058494,false
Past Sale,Single Family Residential,34306 KENWOOD Dr,Fremont,CA,94555,808000,4,2.5,Ardenwood,1950,3628,1989,2,Garage,,Sold,,,,,808000,2013-09-06,852888.0,http://www.redfin.com/CA/Fremont/34306-Kenwood-Dr-94555/home/565355,East Bay Regional Data (EBRD),40624470,BayOne Real Estate Inv Corp,N,Y,37.562074,-122.054865,false
Past Sale,Single Family Residential,4695 DEEP CREEK Rd,Fremont,CA,94555,699800,4,2.0,Ardenwood,1707,6201,1984,2,Garage,,Sold,,,,,699800,2013-11-22,750000.0,http://www.redfin.com/CA/Fremont/4695-Deep-Creek-Rd-94555/home/1603304,East Bay Regional Data (EBRD),40635637,BayOne Real Estate Inv Corp,Y,Y,37.572256,-122.055528,false
Past Sale,Single Family Residential,34546 MILBURN Ter,Fremont,CA,94555,725000,3,2.5,Ardenwood,1389,2700,1989,2,Garage,,Sold,,,,,685000,2014-03-28,730000.0,http://www.redfin.com/CA/Fremont/34546-Milburn-Ter-94555/home/1788941,East Bay Regional Data (EBRD),40646730,BayOne Real Estate Inv Corp,N,Y,37.55393,-122.058912,false
Past Sale,Single Family Residential,4928 FRIAR Ave,Fremont,CA,94555,765000,4,2.0,Ardenwood,1380,4500,1986,2,Garage,,Sold,,,,,699000,2014-04-18,765000.0,http://www.redfin.com/CA/Fremont/4928-Friar-Ave-94555/home/1144649,East Bay Regional Data (EBRD),40648150,BayOne Real Estate Inv Corp,N,N,37.569127,-122.055078,false
Past Sale,Single Family Residential,34222 DELLA Ter,Fremont,CA,94555,765000,3,2.5,Ardenwood,1481,4020,1988,2,Garage,,Sold,,,,,765000,2014-04-15,790000.0,http://www.redfin.com/CA/Fremont/34222-Della-Ter-94555/home/1830534,East Bay Regional Data (EBRD),40648249,REALTY EXPERTS,N,Y,37.56106,-122.05781,false
Past Sale,Single Family Residential,6058 NORTHLAND Ter,Fremont,CA,94555,788000,3,2.5,Hampton Place,1839,3700,1987,2,Garage,,Sold,,,,,788000,2014-04-18,912000.0,http://www.redfin.com/CA/Fremont/6058-Northland-Ter-94555/home/2039685,East Bay Regional Data (EBRD),40649204,BayOne Real Estate Inv Corp,Y,Y,37.555084,-122.059226,false
Past Sale,Single Family Residential,34557 MELISSA Ter,Fremont,CA,94555,710000,3,2.5,Ardenwood,1571,2700,1989,2,Garage,,Sold,,,,,710000,2014-05-06,765000.0,http://www.redfin.com/CA/Fremont/34557-Melissa-Ter-94555/home/1865806,East Bay Regional Data (EBRD),40650145,BayOne Real Estate Inv Corp,N,Y,37.553839,-122.058533,false
Past Sale,Single Family Residential,4981 PASEO PADRE Pkwy,Fremont,CA,94555,850000,4,3.0,Ardenwood,1750,5244,1986,2,Garage,,Sold,,,,2014-06-30,888000,2014-08-27,830000.0,http://www.redfin.com/CA/Fremont/4981-Paseo-Padre-Pkwy-94555/home/656552,East Bay Regional Data (EBRD),40655553,BayOne Real Estate Inv Corp,N,Y,37.567261,-122.054097,false
Past Sale,Single Family Residential,5410 BUCKNER Ter,Fremont,CA,94555,799000,3,2.5,Ardenwood,1481,3495,1988,2,Garage,,Sold,,,,,799000,2014-06-13,817000.0,http://www.redfin.com/CA/Fremont/5410-Buckner-Ter-94555/home/1149563,East Bay Regional Data (EBRD),40653905,Intero Real Estate Services,N,Y,37.56311,-122.058803,false
Past Sale,Single Family Residential,34364 ZIRCON Ter,Fremont,CA,94555,949998,3,2.5,Ardenwood,,1932,1990,2,Garage,,Sold,,,,,949998,2014-09-05,920000.0,http://www.redfin.com/CA/Fremont/34364-Zircon-Ter-94555/home/1159072,East Bay Regional Data (EBRD),40657275,Intero Real Estate Services,N,Y,37.56358,-122.05224,false
Past Sale,Single Family Residential,34559 VANE Cmn,Fremont,CA,94555,798800,3,2.5,Ardenwood,,3577,1988,2,Garage,,Sold,,,,2014-07-11,825000,2014-08-27,810000.0,http://www.redfin.com/CA/Fremont/34559-Vane-Cmn-94555/home/22727440,East Bay Regional Data (EBRD),40658693,BayOne Real Estate Inv Corp,N,Y,37.554137,-122.05763,false
Past Sale,Single Family Residential,5494 MOONLIGHT Cmn,Fremont,CA,94555,899000,3,2.5,Fremont,1807,4000,1989,2,Garage,,Sold,,,,,899000,2014-06-11,934000.0,http://www.redfin.com/CA/Fremont/5494-Moonlight-Cmn-94555/home/1150776,MLSListings Inc. (MLSLI),ML81418023,Intero Union City,N,Y,37.559057,-122.055752,false
Past Sale,Single Family Residential,33532 STEPHANO Ct,Fremont,CA,94555,789000,3,2.0,Fremont,1480,6500,1979,2,Garage,,Sold,,,,,789000,2014-06-18,845000.0,http://www.redfin.com/CA/Fremont/33532-Stephano-Ct-94555/home/1910519,MLSListings Inc. (MLSLI),ML81419586,Starriver Inc.,N,Y,37.575496,-122.056769,false
Past Sale,Single Family Residential,5144 Amberwood Dr,Fremont,CA,94555,875000,4,2.5,Ardenwood,1812,3150,1989,2,Garage,,Sold,,,,,875000,2014-09-16,976000.0,http://www.redfin.com/CA/Fremont/5144-Amberwood-Dr-94555/home/2035315,East Bay Regional Data (EBRD),40668411,Coldwell Banker-Los Gatos,N,Y,37.564032,-122.053334,false
Past Sale,Single Family Residential,4905 DEEP CREEK Rd,Fremont,CA,94555,628888,4,2.0,Ardenwood,1532,4511,1986,2,Garage,,Sold,,,,,628888,2012-08-24,638000.0,http://www.redfin.com/CA/Fremont/4905-Deep-Creek-Rd-94555/home/1146974,East Bay Regional Data (EBRD),40579902,"MRL Group, Inc.",N,Y,37.568642,-122.053338,false
Past Sale,Single Family Residential,34323 QUARTZ Ter,Fremont,CA,94555,659988,4,2.5,Ardenwood,1730,3709,1989,2,Garage,,Sold,,,,,659988,2012-04-20,650000.0,http://www.redfin.com/CA/Fremont/34323-Quartz-Ter-94555/home/1944573,East Bay Regional Data (EBRD),40560633,Re/Max Accord,N,Y,37.562743,-122.054143,false
Past Sale,Single Family Residential,5322 Diamond Cmn,Fremont,CA,94555,,4,2.5,94555,1950,,1989,,,,,,,,,,2013-04-24,732500.0,http://www.redfin.com/CA/Fremont/5322-Diamond-Cmn-94555/home/1670319,,,,N,Y,37.561628,-122.05433,
Past Sale,Single Family Residential,5358 MATTHEW Ter,Fremont,CA,94555-1954,599950,3,2.5,Fremont,1481,4020,1988,2,Garage,,Sold,,,,2013-01-17,629000,2013-04-11,600000.0,http://www.redfin.com/CA/Fremont/5358-Matthew-Ter-94555/home/884573,East Bay Regional Data (EBRD),40586909,Paragon Group Mortgage Inc.,N,Y,37.563811,-122.058363,false
Past Sale,Single Family Residential,5591 RIDGEWOOD Dr,Fremont,CA,94555,675000,3,2.5,Ardenwood,1807,3493,1989,2,Garage,,Sold,,,,,675000,2012-06-07,680457.0,http://www.redfin.com/CA/Fremont/5591-Ridgewood-Dr-94555/home/1309228,East Bay Regional Data (EBRD),40569487,Legacy Real Estate & Assoc.,N,Y,37.557954,-122.055988,false
Past Sale,Single Family Residential,34689 MOONEY Ct,Fremont,CA,94555,469950,4,2.0,Northgate,1400,6414,1972,2,Garage,,Sold,,,,,469950,2012-03-29,480000.0,http://www.redfin.com/CA/Fremont/34689-Mooney-Ct-94555/home/1960054,East Bay Regional Data (EBRD),40560874,Re/Max Accord,N,Y,37.570047,-122.038956,false
Past Sale,Single Family Residential,33665 BARDOLPH Cir,Fremont,CA,94555,585000,3,2.0,Fremont,1480,5658,1983,2,Garage,,Sold,,,,,585000,2012-07-20,620000.0,http://www.redfin.com/CA/Fremont/33665-Bardolph-Cir-94555/home/1137030,East Bay Regional Data (EBRD),40577317,REALTY EXPERTS,N,Y,37.57274,-122.057061,false
Past Sale,Single Family Residential,34570 Calcutta Dr,Fremont,CA,94555,,3,2.0,94555,1376,,1977,,,,,,,,,,2013-04-08,134000.0,http://www.redfin.com/CA/Fremont/34570-Calcutta-Dr-94555/home/1137584,,,,N,Y,37.574916,-122.03568,
Past Sale,Single Family Residential,34701 Spoonbill Cmn,Fremont,CA,94555,,3,2.5,94555,1477,,1988,,,,,,,,,,2013-10-31,215000.0,http://www.redfin.com/CA/Fremont/34701-Spoonbill-Cmn-94555/home/1147485,,,,N,Y,37.566217,-122.044916,
Past Sale,Single Family Residential,3745 DRYDEN Rd,Fremont,CA,94555,414900,3,2.0,Fremont,1450,4500,1977,2,Garage,,Sold,,,,,414900,2012-09-30,404500.0,http://www.redfin.com/CA/Fremont/3745-Dryden-Rd-94555/home/1513593,East Bay Regional Data (EBRD),40585073,"GMDE Holdings, Inc.",N,Y,37.575636,-122.03606,true
Past Sale,Single Family Residential,34765 OSAGE RIVER Pl,Fremont,CA,94555,399900,3,2.0,Brookvale,1579,5891,1974,2,Garage,,Sold,,,,,399900,2012-05-04,415000.0,http://www.redfin.com/CA/Fremont/34765-Osage-River-Pl-94555/home/1519977,East Bay Regional Data (EBRD),40566761,Coldwell Banker,N,Y,37.571249,-122.035041,false
Past Sale,Single Family Residential,34114 Osprey Ter,Fremont,CA,94555,,4,2.5,94555,1898,,1998,,,,,,,,,,2014-12-24,670000.0,http://www.redfin.com/CA/Fremont/34114-Osprey-Ter-94555/home/1901801,,,,N,Y,37.577573,-122.041008,
Past Sale,Single Family Residential,34589 Winslow Ter,Fremont,CA,94555,,3,2.5,94555,1839,,1988,,,,,,,,,,2014-12-30,835000.0,http://www.redfin.com/CA/Fremont/34589-Winslow-Ter-94555/home/1899373,,,,N,Y,37.553206,-122.058345,
Past Sale,Single Family Residential,34769 Calypso CMN,Fremont,CA,94555,,3,2.5,94555,1988,,1990,,,,,,,,,,2014-12-23,717000.0,http://www.redfin.com/CA/Fremont/34769-Calypso-CMN-94555/home/1054400,,,,N,Y,37.566555,-122.040359,
Past Sale,Single Family Residential,34240 NORTHWIND Ter,Fremont,CA,94555,868000,4,2.5,Ardenwood,1655,3671,1988,2,Garage,,Sold,,,,,868000,2014-12-22,884000.0,http://www.redfin.com/CA/Fremont/34240-Northwind-Ter-94555/home/1685808,East Bay Regional Data (EBRD),40672508,BayOne Real Estate Inv Corp,N,Y,37.56268,-122.055889,false
Past Sale,Single Family Residential,34470 SHENANDOAH Pl,Fremont,CA,94555,685000,4,2.0,Northgate,1476,5684,1972,2,Garage,,Sold,,,,,685000,2014-12-23,760000.0,http://www.redfin.com/CA/Fremont/34470-Shenandoah-Pl-94555/home/1127483,East Bay Regional Data (EBRD),40679653,Intero Real Estate Services,N,Y,37.571638,-122.041732,false
Past Sale,Single Family Residential,5469 ALAMO Ter,Fremont,CA,94555,818000,3,2.5,Ardenwood,1481,3076,1988,2,Garage,,Sold,,,,,818000,2014-12-18,845500.0,http://www.redfin.com/CA/Fremont/5469-Alamo-Ter-94555/home/1147650,East Bay Regional Data (EBRD),40680608,Intero Real Estate Services,N,Y,37.562467,-122.060612,false
Past Sale,Single Family Residential,4831 MENDOCINO Ter,Fremont,CA,94555,785000,3,2.5,Ardenwood,1607,3168,1988,2,Garage,,Sold,,,,,785000,2015-01-09,805000.0,http://www.redfin.com/CA/Fremont/4831-Mendocino-Ter-94555/home/1055112,East Bay Regional Data (EBRD),40681846,BayOne Real Estate Inv Corp,N,Y,37.564962,-122.044774,false
Past Sale,Single Family Residential,3748 SUN Ter,Fremont,CA,94555,645000,3,2.5,Paseo Park,1754,2437,1999,2,Garage,,Sold,,,,,645000,2015-01-03,700000.0,http://www.redfin.com/CA/Fremont/3748-Sun-West-Ter-94555/home/724634,East Bay Regional Data (EBRD),40681592,Coldwell Banker,N,Y,37.576982,-122.040004,false
Past Sale,Single Family Residential,34332 PLATINUM Ter,Fremont,CA,94555,900000,4,2.5,Ardenwood,1932,3772,1989,2,Garage,,Sold,,,,,900000,2015-02-04,982000.0,http://www.redfin.com/CA/Fremont/34332-Platinum-Ter-94555/home/1302383,East Bay Regional Data (EBRD),40683104,Marinelli Real Estate,N,Y,37.563255,-122.052877,false
Past Sale,Single Family Residential,34331 Quartz Ter,FREMONT,CA,94555,975000,4,2.5,FREMONT,1812,4399,1989,2,Garage,,Sold,,,,,975000,2015-01-31,1050000.0,http://www.redfin.com/CA/Fremont/34331-Quartz-Ter-94555/home/1560614,MLSListings Inc. (MLSLI),ML81447805,Universal Realty,N,Y,37.562676,-122.05427,false
Past Sale,Single Family Residential,5573 Ridgewood Dr,FREMONT,CA,94555,899999,3,2.5,FREMONT,1807,4200,1989,2,Garage,,Sold,,,,,899999,2015-01-28,975000.0,http://www.redfin.com/CA/Fremont/5573-Ridgewood-Dr-94555/home/1560598,MLSListings Inc. (MLSLI),ML81447258,Top Mission Realty & Invest,N,Y,37.558116,-122.055597,false
Past Sale,Single Family Residential,33780 SHALLOW Ct,Fremont,CA,94555,769900,3,2.0,Ardenwood,1480,5712,1985,2,Garage,,Sold,,,,,769900,2015-02-05,872000.0,http://www.redfin.com/CA/Fremont/33780-Shallow-Ct-94555/home/1840031,East Bay Regional Data (EBRD),40683783,Allegiant Homes & Loans Inc,N,Y,37.571725,-122.056689,false
Past Sale,Single Family Residential,4338 CALYPSO Ter,Fremont,CA,94555,739000,3,2.5,Kensington Park,1988,5595,1991,2,Garage,,Sold,,,,,739000,2014-12-30,755000.0,http://www.redfin.com/CA/Fremont/4338-Calypso-Ter-94555/home/830041,East Bay Regional Data (EBRD),40681744,Investment Banker Real Estate,N,Y,37.566598,-122.036635,false
Past Sale,Single Family Residential,4936 Creekwood Dr,Fremont,CA,94555,779988,3,2.5,Ardenwood,1607,2700,1989,2,Garage,,Sold,,,,2014-11-16,749950,2015-01-06,780000.0,http://www.redfin.com/CA/Fremont/4936-Creekwood-Dr-94555/home/1644852,East Bay Regional Data (EBRD),40678287,Paramount Buildings & Loans,N,Y,37.566537,-122.05019,false
Past Sale,Single Family Residential,4631 Benedick Ct,Fremont,CA,94555,,3,2.5,94555,1517,,1987,,,,,,,,,,2014-12-31,143000.0,http://www.redfin.com/CA/Fremont/4631-Benedick-Ct-94555/home/2028886,,,,N,Y,37.568653,-122.045976,
Past Sale,Single Family Residential,34525 YUKON Ct,Fremont,CA,94555,675000,3,2.0,Northgate,1305,7137,1972,2,Garage,,Sold,,,,,675000,2015-01-12,668111.0,http://www.redfin.com/CA/Fremont/34525-Yukon-Ct-94555/home/1127828,East Bay Regional Data (EBRD),40680793,Homestead Real Estate,N,Y,37.568115,-122.041884,false
Past Sale,Single Family Residential,4349 CALYPSO Ter,Fremont,CA,94555,830000,4,2.5,Kensington Park,1988,3656,1992,2,Garage,,Sold,,,,,780000,2015-01-26,825000.0,http://www.redfin.com/CA/Fremont/4349-Calypso-Ter-94555/home/1125489,East Bay Regional Data (EBRD),40682423,Coldwell Banker,N,Y,37.566526,-122.037398,false
Past Sale,Single Family Residential,34140 Oneil Ter,Fremont,CA,94555,,4,2.5,94555,1857,,1990,,,,,,,,,,2014-01-07,150000.0,http://www.redfin.com/CA/Fremont/34140-Oneil-Ter-94555/home/959893,,,,N,Y,37.564834,-122.056131,
Past Sale,Single Family Residential,4631 Rousillon Ave,Fremont,CA,94555,,3,2.5,94555,1369,,1986,,,,,,,,,,2012-04-27,510000.0,http://www.redfin.com/CA/Fremont/4631-Rousillon-Ave-94555/home/2043961,,,,N,Y,37.56807,-122.045526,
Past Sale,Single Family Residential,34158 Tony Ter,Fremont,CA,94555,,4,2.5,94555,1774,,1988,,,,,,,,,,2014-04-25,838000.0,http://www.redfin.com/CA/Fremont/34158-Tony-Ter-94555/home/724367,,,,N,Y,37.561778,-122.059023,
Past Sale,Single Family Residential,5321 Shattuck Ave,Fremont,CA,94555,,3,2.5,94555,1812,,1989,,,,,,,,,,2013-05-24,824000.0,http://www.redfin.com/CA/Fremont/5321-Shattuck-Ave-94555/home/1757913,,,,N,Y,37.56172,-122.05341,
Past Sale,Single Family Residential,34327 Mimosa Ter,Fremont,CA,94555,,4,3.0,94555,1929,,1992,,,,,,,,,,2014-05-22,945000.0,http://www.redfin.com/CA/Fremont/34327-Mimosa-Ter-94555/home/1652183,,,,N,Y,37.55825,-122.059937,
Past Sale,Single Family Residential,34221 Gannon Ter,Fremont,CA,94555,,4,2.5,94555,1774,,1988,,,,,,,,,,2013-03-25,175000.0,http://www.redfin.com/CA/Fremont/34221-Gannon-Ter-94555/home/1738603,,,,N,Y,37.560791,-122.058715,
Past Sale,Single Family Residential,4288 Nerissa Cir,Fremont,CA,94555,,4,2.5,94555,1717,,1981,,,,,,,,,,2013-10-22,650000.0,http://www.redfin.com/CA/Fremont/4288-Nerissa-Cir-94555/home/1638097,,,,N,Y,37.576229,-122.049918,
Past Sale,Single Family Residential,3902 Springfield Cmn,Fremont,CA,94555,,4,2.5,94555,1898,,1998,,,,,,,,,,2013-11-05,401000.0,http://www.redfin.com/CA/Fremont/3902-Springfield-Cmn-94555/home/1156810,,,,N,Y,37.577319,-122.040796,
Past Sale,Single Family Residential,5027 Paseo Padre Pkwy,Fremont,CA,94555,,3,2.0,94555,1312,,1986,,,,,,,,,,2012-04-13,475000.0,http://www.redfin.com/CA/Fremont/5027-Paseo-Padre-Pkwy-94555/home/1240897,,,,N,Y,37.566864,-122.055037,
Past Sale,Single Family Residential,33827 Juliet Cir,Fremont,CA,94555,696000,4,2.0,Ardenwood,1380,5314,1985,2,Garage,,Sold,,,,,696000,2014-05-19,750000.0,http://www.redfin.com/CA/Fremont/33827-Juliet-Cir-94555/home/1960310,East Bay Regional Data (EBRD),40652083,Dudum Real Estate Group,Y,Y,37.56886,-122.058274,false
Past Sale,Single Family Residential,34427 Benedick Ln,Fremont,CA,94555,715000,3,2.5,Ardenwood,,3254,1987,2,Garage,,Sold,,,,,715000,2013-08-14,715000.0,http://www.redfin.com/CA/Fremont/34427-Benedick-Ln-94555/home/565133,East Bay Regional Data (EBRD),40617934,Century 21 M & M Assoc,N,Y,37.568787,-122.045324,false
Past Sale,Single Family Residential,34340 Platinum Ter,Fremont,CA,94555,875000,4,2.5,Ardenwood,1812,3518,1989,2,Garage,,Sold,,,,,875000,2014-09-22,875000.0,http://www.redfin.com/CA/Fremont/34340-Platinum-Ter-94555/home/1599865,East Bay Regional Data (EBRD),40671778,Marinelli Real Estate,N,Y,37.563172,-122.052807,false
Past Sale,Single Family Residential,33853 CAPULET Cir,Fremont,CA,94555,599000,3,2.0,Ardenwood,1380,5170,1985,2,Garage,,Sold,,,,,599000,2012-09-29,620000.0,http://www.redfin.com/CA/Fremont/33853-Capulet-Cir-94555/home/1146935,East Bay Regional Data (EBRD),40584813,Better Homes and Gardens Real Estate J.F. Finnegan Realtors,N,Y,37.57015,-122.056658,false
Past Sale,Single Family Residential,34299 EUCALYPTUS Ter,Fremont,CA,94555,850000,3,2.5,Ardenwood,1597,3993,1991,2,Garage,,Sold,,,,2014-10-06,900000,2014-10-31,885000.0,http://www.redfin.com/CA/Fremont/34299-Eucalyptus-Ter-94555/home/565407,East Bay Regional Data (EBRD),40674212,Marinelli Real Estate,N,Y,37.559756,-122.058298,false
Past Sale,Single Family Residential,3516 DARWIN Dr,Fremont,CA,94555,699000,3,2.0,Northgate,1390,7662,1968,2,Garage,,Sold,,,,,699000,2014-10-15,795000.0,http://www.redfin.com/CA/Fremont/3516-Darwin-Dr-94555/home/1301782,East Bay Regional Data (EBRD),40673649,Legacy Real Estate & Assoc.,N,Y,37.577138,-122.034018,false
Past Sale,Single Family Residential,4828 Creekwood Dr,Fremont,CA,94555,,3,2.5,94555,1607,,1989,,,,,,,,,,2013-10-25,183500.0,http://www.redfin.com/CA/Fremont/4828-Creekwood-Dr-94555/home/1145799,,,,N,Y,37.567005,-122.047407,
Past Sale,Single Family Residential,4619 DEEP CREEK Rd,Fremont,CA,94555,679000,4,2.5,Ardenwood,1841,5608,1984,2,Garage,,Sold,,,,2012-02-03,699888,2012-03-27,656000.0,http://www.redfin.com/CA/Fremont/4619-Deep-Creek-Rd-94555/home/1138743,East Bay Regional Data (EBRD),40559228,Paragon Real Estate & Mrtg,N,Y,37.573197,-122.055501,false
Past Sale,Single Family Residential,5409 ALAMO Ter,Fremont,CA,94555,800000,3,2.5,Ardenwood,1481,3074,1987,2,Garage,,Sold,,,,,800000,2014-10-01,818000.0,http://www.redfin.com/CA/Fremont/5409-Alamo-Ter-94555/home/1507561,East Bay Regional Data (EBRD),40670140,Marinelli Real Estate,N,Y,37.563803,-122.058927,false
Past Sale,Single Family Residential,34221 FINNIGAN Ter,Fremont,CA,94555,799888,4,2.5,Forest Park,1857,7308,1990,2,Garage,,Sold,,,,,799888,2013-05-22,820000.0,http://www.redfin.com/CA/Fremont/34221-Finnigan-Ter-94555/home/1154317,East Bay Regional Data (EBRD),40610976,ProAct Realty,N,Y,37.562931,-122.057669,false
Past Sale,Single Family Residential,34499 HEATHROW Ter,Fremont,CA,94555,743950,3,2.5,Hampton Place,1611,3747,1989,2,Garage,,Sold,,,,,743950,2014-02-04,770000.0,http://www.redfin.com/CA/Fremont/34499-Heathrow-Ter-94555/home/1379160,East Bay Regional Data (EBRD),40641878,PRIDE PROPERTIES,N,Y,37.555498,-122.058341,false
Past Sale,Single Family Residential,4919 PASEO PADRE Pkwy,Fremont,CA,94555,499888,4,2.0,Ardenwood,1532,4877,1986,2,Garage,,Sold,,,,,499888,2012-06-21,520000.0,http://www.redfin.com/CA/Fremont/4919-Paseo-Padre-Pkwy-94555/home/547234,East Bay Regional Data (EBRD),40573122,Coldwell Banker,N,Y,37.567797,-122.052924,false
Past Sale,Single Family Residential,5293 DIAMOND Cmn,Fremont,CA,94555,795000,4,2.5,Forest Park,1710,4610,1989,2,Garage,,Sold,,,,,795000,2013-09-27,810000.0,http://www.redfin.com/CA/Fremont/5293-Diamond-Cmn-94555/home/1115738,East Bay Regional Data (EBRD),40623415,Legacy Real Estate & Assoc.,N,Y,37.562097,-122.054109,false
Past Sale,Single Family Residential,34355 Windsong Ter,Fremont,CA,94555,649000,3,2.5,Ardenwood,1807,3920,1989,2,Garage,,Sold,,,,,649000,2012-09-12,670000.0,http://www.redfin.com/CA/Fremont/34355-Windsong-Ter-94555/home/2035309,East Bay Regional Data (EBRD),40574455,Pacific Union International,N,Y,37.558895,-122.056271,false
Past Sale,Single Family Residential,5473 Shattuck Ave,Fremont,CA,94555,,4,2.5,94555,1570,,1989,,,,,,,,,,2012-04-20,123500.0,http://www.redfin.com/CA/Fremont/5473-Shattuck-Ave-94555/home/1770072,,,,N,Y,37.560646,-122.056561,
Past Sale,Single Family Residential,34288 Northwind Ter,Fremont,CA,94555,,4,2.5,94555,1651,,1988,,,,,,,,,,2012-05-31,178000.0,http://www.redfin.com/CA/Fremont/34288-Northwind-Ter-94555/home/1149824,,,,N,Y,37.561772,-122.055651,
Past Sale,Single Family Residential,34347 MAYBIRD Cir,Fremont,CA,94555,690000,4,2.5,Ardenwood,1932,3600,1990,2,Garage,,Sold,,,,,690000,2012-08-10,723975.0,http://www.redfin.com/CA/Fremont/34347-Maybird-Cir-94555/home/1910924,East Bay Regional Data (EBRD),40579848,Intero Real Estate Services,N,Y,37.563223,-122.052566,false
Past Sale,Single Family Residential,5460 Alamo Ter,Fremont,CA,94555,,3,2.5,94555,1481,,1988,,,,,,,,,,2013-04-15,110000.0,http://www.redfin.com/CA/Fremont/5460-Alamo-Ter-94555/home/1027641,,,,N,Y,37.562602,-122.060106,
Past Sale,Single Family Residential,5481 Alamo Ter,Fremont,CA,94555,,3,2.5,94555,1324,,1988,,,,,,,,,,2014-06-25,208500.0,http://www.redfin.com/CA/Fremont/5481-Alamo-Ter-94555/home/1147659,,,,N,Y,37.562176,-122.060839,
Past Sale,Single Family Residential,4759 Woodduck Cmn,Fremont,CA,94555,658800,3,3.0,Ardenwood,1477,2793,1988,2,Garage,,Sold,,,,,658800,2013-05-30,700000.0,http://www.redfin.com/CA/Fremont/4759-Woodduck-Cmn-94555/home/1319228,East Bay Regional Data (EBRD),40611385,Intero Real Estate Services,N,Y,37.566502,-122.044295,false
Past Sale,Single Family Residential,5120 Amberwood Dr,Fremont,CA,94555,,4,2.5,94555,1950,,1989,,,,,,,,,,2013-03-06,130500.0,http://www.redfin.com/CA/Fremont/5120-Amberwood-Dr-94555/home/1281587,,,,N,Y,37.564183,-122.052997,
